Key,Value
[File: PATH-/usr/local/lib/python3.6/venv/scripts/posix/activate.csh]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/schema/relaxng.rnc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/mockgemui/tty/tty%3f-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/tests/support.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/specification/add_self_to_load_path-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/libevent-2.1.so.6.0.2]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/indent/rnoweb.vim]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/boto/dynamodb2/types.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/gnutls_dtls_get_timeout.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/24x24/actions/document-properties.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/extutils/mm_uwin.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/resolver/specification/platform-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/memoize::expiretest.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/it/cups_it.po]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/gnutls_x509_crq_set_key.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/db_log_verify.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/tiffreadencodedstrip.3tiff.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/syntax/synload.vim]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_zipapp.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/aai.la]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/test/test_uuid.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xcb_destroy_subwindows.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/ntp/scripts/style.css]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/daemons/flo/zero.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/kbproto/ch09.xml]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/etc/gmt+4]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/ruby24/bigdecimal/pi.rb]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/heavy.pl]->FILE_READ->[Any],1
[Network Connect: Localhost--128.55.12.122:33020]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_threadsignals.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/22x22/status/folder-open.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/rle.la]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/zsh/5.4.2/functions/completion/unix/_dbus]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/tutor/tutor.cs.cp1250]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/aclocal-1.15-1.15.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/places/folder-download.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/exception2messagemapper/fail-i.ri]->FILE_READ->[Any],1
[File: PATH-/bin/csh]->PROCESS_LOAD->[Any],1
[File: PATH-/usr/local/share/cups/templates/de/option-boolean.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/images/gud/rstep.pbm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/array/reject%21-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/info/make.info-1]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/win_file.pyo]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ntp/html/hints/solaris.xtra.patchfreq]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/curl/imap-multi.c]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/emacs/25.3/etc/refcards/ruHASH.tex]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xmlto/format/docbook/pcl]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test___all__.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/status/appointment-missed.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/icons/adwaita/16x16/status/network-idle.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/vim/vim80/doc/usr_10.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/256x256/categories/applications-development.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbrename.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/distutils/__pycache__/log.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/subversion/dist/backport_accept.dump]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/ext/six.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/view-restore.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/gtk-2.0/gdk/gdkkeys.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-2.0/gtk/gtkseparatortoolitem.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/site_perl/mach/5.24/string.ph]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/enverr.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickwand/magick-property_8h.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/php/tsrm/tsrm_nw.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/tornado/template.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/stream]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/extutils::typemaps::type.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/naming/malformedlinkexception.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/de/choose-serial.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/docbook-xsl/fo/HASH.mediaobject.role.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/net/tramp-adb.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/colors/torte.vim]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man1/dbus-uuidgen.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/gem/resolver/molinillo/resolver/resolution/state_index_for_unwind-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/namecheap_ns.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_pty.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/aix_group.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/net/smtp.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/texinfo/lib/text-unidecode/lib/text/unidecode/x6f.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/filelist.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/status/network-wired-disconnected.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/vim/vim80/indent/jsp.vim]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/locale/currency.pod]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/programmer_reference/env_faq.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/mach/time/seconds.pm]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/application-exit.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/lxc.pyc]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/libsvn_repos-1.a]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/ro/lc_messages/gtk30.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/functions_0x73.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python3.6/test/__pycache__/test_timeout.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perltooc.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/autodie.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/emotes/face-crying.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/nettle/pss-mgf1.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/frame.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/cups/templates/de/subscription-added.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/ntp/hints/solaris.xtra.4095849]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/az/lc_messages/atk10.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/print/attribute/standard/printermakeandmodel.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/urllib3/contrib/_securetransport/bindings.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ghostscript/9.16/lib/markpath.ps]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/apps/preferences-system-search.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/aarch64elf.xe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/actions/go-jump.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/include/bash/include/posixdir.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/extutils::mkbootstrap.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/mailq.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/cgi/queryextension/params%3d-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/stl/stldb_map_iteratoroperator_arrow.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ntp/lib/ntp/util.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/gnutls_transport_set_pull_timeout_function.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/tg/lc_messages/atk10.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/keyboard_clearstate.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/complex/conj-i.ri]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/dtracedata/gc.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/version_8c.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/scalable/actions/format-indent-more-symbolic-rtl.svg]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/locale/uk/lc_messages/at-spi2-core.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/bigrat.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/encodings/__pycache__/bz2_codec.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gail-1.0/libgail-util/gail-util.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/orbit-2.0/orbit/HASH/HASHject-type.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/memoize.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/email/quoprimime.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68k4knbsd.xn]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/gc/doc.am]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/xifevent.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf64_ia64_fbsd.xwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/ensurepip/__main__.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/fiddle/importer/%5b%5d-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gobject-introspection/giscanner/dumper.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/places/user-bookmarks.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/naming/directory/dircontext.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/globals_defs_0x6b.html]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python3.6/test/encoded_modules/__pycache__/module_koi8_r.cpython-36.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/libexec/cups/cgi-bin/admin.cgi]->FILE_READ->[Any],2
[File: PATH-/usr/local/etc/gtk-2.0/im-multipress.conf]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imap-uw/rfc/rfc5092.txt]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/hu/lc_messages/bash.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/pkgng.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/256x256/status/network-wired-disconnected.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shlelf32.xr]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/xsl/docbook/html/profilHASHk.xsl]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/keymap/polish-slash_isHASH.vim]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/emacs-lisp/syntax.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/shelf32.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/distutils/tests/__init__.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/programmer_reference/cam_fail.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/re_tests.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/calendar/cal-persia.el.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/apps/preferences-desktop-font.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/imagemagick-6/magick/colorspace.h]->FILE_READ->[Any],3
[File: PATH-/usr/local/man/man1/aclocal-1.15.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/javax/print/attributeexception.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/git-credential-cache--daemon.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/m68hc12elf.xu]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/java/zi/pacific/marquesas]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbget_re_len.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/bash-completion/completions/gdbus]->FILE_READ->[Any],2
[File: PATH-/etc/periodic/security/400.passwdless]->PROCESS_LOAD->[Any],2
[File: PATH-/usr/local/include/gtk-2.0/gtk/gtktextlayout.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/erb/util/cdesc-util.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/dbsite_close.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/openpgm/sconscript]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/gcc6/include/c++/java/util/stack.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/texinfo/lib/libintl-perl/lib/locale/HASHta/ibm852.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/tiffdither]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/compare]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/test.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/images/gnus/uu-decode.pbm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/cgi/invalidencoding/cdesc-invalidencoding.ri]->FILE_READ->[Any],2
[File: PATH-/var/cache/salt/minion/extmods/modules/nodeexporter.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/curlopt_ftp_ssl_ccc.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man1/htop.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/doc/libidn/faq]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/32x32/places/folder-remote.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/include/boost/accumulators/statistics/stats.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/api_reference/cxx/mempput.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/examples/ruby24/trick2013/shinh/remarks.markdown]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man3/iconv_close.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/argyllcms-1.9.2_2/agplv3]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/dane_verify_crt.3.gz]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/cups/templates/job-restart.tmpl]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/io::socket::inet.3.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/ri/2.4/system/array/fill-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/locale/lt/lc_messages/bash.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_i386_vxworks.xwe]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/ri/2.4/system/array/%3c%3d%3e-i.ri]->FILE_READ->[Any],1
[File: PATH-/usr/local/bin/giftool]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_asyncio/__pycache__/__init__.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/licenses/postfix-3.2.5,1/epl]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/tss/tcs_error.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/test/test_atexit.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/16x16/places/user-home.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/share/pixmaps/htop.png]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/in/2_1.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/score7_elf.xce]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/srptool.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/man/man3/screenwhitepointofccc.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/man/man1/postmap.1.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/etc/srecode/el.srt]->FILE_READ->[Any],1
[File: PATH-/usr/local/libexec/postfix/tlsmgr]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/unicore/lib/perl/_perlch2.pl]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/subversion-1/svn_ra_svn.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/__pycache__/tokenize.cpython-36.opt-1.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/elf_i386_fbsd.xw]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/cedet/semantic/complete.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/db5/upgrading/upgrade_3_0_memp_stat.html]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickwand/globals_0x72.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/24x24/emotes/face-worried.png]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/site-packages/babel/locale-data/ses.dat]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/imagemagick-6.9.9/modules-q16/coders/wpg.so]->FILE_READ->[Any],3
[File: PATH-/usr/local/x86_64-portbld-freebsd12.0/lib/ldscripts/armelf_phoenix.xs]->FILE_READ->[Any],2
[File: PATH-/tmp/tmp.phbjys]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/icons/adwaita/48x48/actions/edit-copy.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/distutils/tests/test_dist.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/architecture.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man1/perlmodinstall.1.gz]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/emacs/25.3/etc/schema/xhtml-lst.rnc]->FILE_READ->[Any],1
[Network Connect: Localhost--127.0.0.1:25262]->NET_CONNECT->[Any],1
[File: PATH-/usr/local/share/m17n/laoo-mule.flt]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/perl5/5.24/perl/man/man3/thread::queue.3.gz]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/zsh/site-functions/_curl]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/icons/adwaita/32x32/status/task-past-due.png]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/ctypes/test/test_parameters.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/info/help2man-pt_br.info]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/email/mime/application.py]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/emacs/25.3/lisp/obsolete/tpu-mapper.elc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python3.6/test/test_json/__pycache__/test_recursion.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/lib/python2.7/site-packages/salt/modules/boto3_elasticache.pyo]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/vim/vim80/doc/hangulin.txt]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python2.7/site-packages/boto/ec2/autoscale/policy.pyc]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/locale/sv/lc_messages/aspell.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/gcc6/include/c++/java/security/certificate.h]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/archive/basic_xml_iarchive.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/gtk-3.0/gtk/gtktooltip.h]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/perl5/5.24/cpan/exception/blocked_urllist.pm]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/doc/imagemagick-6/www/api/magickcore/struct__ximportinfo.html]->FILE_READ->[Any],2
[File: PATH-/usr/local/share/locale/mn/lc_messages/glib20.mo]->FILE_READ->[Any],2
[File: PATH-/usr/local/lib/python3.6/test/eintrdata/__pycache__/eintr_tester.cpython-36.opt-2.pyc]->FILE_READ->[Any],1
[File: PATH-/usr/local/include/boost/algorithm/string/detail/find_format_store.hpp]->FILE_READ->[Any],1
[File: PATH-/usr/local/share/git-core/contrib/examples/git-svnimport.txt]->FILE_READ->[Any],3
[File: PATH-/usr/local/lib/python2.7/test/test_transformer.pyo]->FILE_READ->[Any],1
